enviro,observer,task,ori,offset,proportion_correct,date
lab,p1,temporal,horizontal,0.71,0.4,27d9m2021y13h22m
lab,p1,temporal,horizontal,0.71,0.6,27d9m2021y11h49m
lab,p1,temporal,horizontal,0.71,0.7,27d9m2021y12h58m
lab,p1,temporal,horizontal,0.71,0.6,27d9m2021y12h5m
lab,p1,temporal,horizontal,0.71,0.5,27d9m2021y12h21m
lab,p1,temporal,horizontal,1.43,0.6,27d9m2021y13h22m
lab,p1,temporal,horizontal,1.43,0.7,27d9m2021y11h49m
lab,p1,temporal,horizontal,1.43,0.7,27d9m2021y12h58m
lab,p1,temporal,horizontal,1.43,0.9,27d9m2021y12h5m
lab,p1,temporal,horizontal,1.43,0.8,27d9m2021y12h21m
lab,p1,temporal,horizontal,2.14,1.0,27d9m2021y13h22m
lab,p1,temporal,horizontal,2.14,0.9,27d9m2021y11h49m
lab,p1,temporal,horizontal,2.14,1.0,27d9m2021y12h58m
lab,p1,temporal,horizontal,2.14,0.9,27d9m2021y12h5m
lab,p1,temporal,horizontal,2.14,0.9,27d9m2021y12h21m
lab,p1,temporal,horizontal,2.86,0.9,27d9m2021y13h22m
lab,p1,temporal,horizontal,2.86,1.0,27d9m2021y11h49m
lab,p1,temporal,horizontal,2.86,1.0,27d9m2021y12h58m
lab,p1,temporal,horizontal,2.86,0.9,27d9m2021y12h5m
lab,p1,temporal,horizontal,2.86,1.0,27d9m2021y12h21m
lab,p1,temporal,horizontal,3.57,1.0,27d9m2021y13h22m
lab,p1,temporal,horizontal,3.57,1.0,27d9m2021y11h49m
lab,p1,temporal,horizontal,3.57,1.0,27d9m2021y12h58m
lab,p1,temporal,horizontal,3.57,1.0,27d9m2021y12h5m
lab,p1,temporal,horizontal,3.57,1.0,27d9m2021y12h21m
lab,p1,temporal,horizontal,4.29,1.0,27d9m2021y13h22m
lab,p1,temporal,horizontal,4.29,1.0,27d9m2021y11h49m
lab,p1,temporal,horizontal,4.29,1.0,27d9m2021y12h58m
lab,p1,temporal,horizontal,4.29,1.0,27d9m2021y12h5m
lab,p1,temporal,horizontal,4.29,0.9,27d9m2021y12h21m
lab,p1,temporal,horizontal,5.0,1.0,27d9m2021y13h22m
lab,p1,temporal,horizontal,5.0,1.0,27d9m2021y11h49m
lab,p1,temporal,horizontal,5.0,1.0,27d9m2021y12h58m
lab,p1,temporal,horizontal,5.0,1.0,27d9m2021y12h5m
lab,p1,temporal,horizontal,5.0,1.0,27d9m2021y12h21m
lab,p1,temporal,vertical,0.71,0.5,27d9m2021y12h29m
lab,p1,temporal,vertical,0.71,0.5,27d9m2021y13h11m
lab,p1,temporal,vertical,0.71,0.5,27d9m2021y11h54m
lab,p1,temporal,vertical,0.71,0.3,27d9m2021y12h44m
lab,p1,temporal,vertical,0.71,0.5,27d9m2021y11h38m
lab,p1,temporal,vertical,1.43,0.5,27d9m2021y12h29m
lab,p1,temporal,vertical,1.43,0.6,27d9m2021y13h11m
lab,p1,temporal,vertical,1.43,0.8,27d9m2021y11h54m
lab,p1,temporal,vertical,1.43,0.6,27d9m2021y12h44m
lab,p1,temporal,vertical,1.43,0.5,27d9m2021y11h38m
lab,p1,temporal,vertical,2.14,0.6,27d9m2021y12h29m
lab,p1,temporal,vertical,2.14,0.8,27d9m2021y13h11m
lab,p1,temporal,vertical,2.14,1.0,27d9m2021y11h54m
lab,p1,temporal,vertical,2.14,1.0,27d9m2021y12h44m
lab,p1,temporal,vertical,2.14,0.8,27d9m2021y11h38m
lab,p1,temporal,vertical,2.86,0.8,27d9m2021y12h29m
lab,p1,temporal,vertical,2.86,0.9,27d9m2021y13h11m
lab,p1,temporal,vertical,2.86,1.0,27d9m2021y11h54m
lab,p1,temporal,vertical,2.86,0.9,27d9m2021y12h44m
lab,p1,temporal,vertical,2.86,1.0,27d9m2021y11h38m
lab,p1,temporal,vertical,3.57,1.0,27d9m2021y12h29m
lab,p1,temporal,vertical,3.57,1.0,27d9m2021y13h11m
lab,p1,temporal,vertical,3.57,0.9,27d9m2021y11h54m
lab,p1,temporal,vertical,3.57,0.9,27d9m2021y12h44m
lab,p1,temporal,vertical,3.57,1.0,27d9m2021y11h38m
lab,p1,temporal,vertical,4.29,1.0,27d9m2021y12h29m
lab,p1,temporal,vertical,4.29,1.0,27d9m2021y13h11m
lab,p1,temporal,vertical,4.29,1.0,27d9m2021y11h54m
lab,p1,temporal,vertical,4.29,1.0,27d9m2021y12h44m
lab,p1,temporal,vertical,4.29,1.0,27d9m2021y11h38m
lab,p1,temporal,vertical,5.0,1.0,27d9m2021y12h29m
lab,p1,temporal,vertical,5.0,1.0,27d9m2021y13h11m
lab,p1,temporal,vertical,5.0,1.0,27d9m2021y11h54m
lab,p1,temporal,vertical,5.0,1.0,27d9m2021y12h44m
lab,p1,temporal,vertical,5.0,1.0,27d9m2021y11h38m
lab,p1,temporal,minus45,10.71,0.8,27d9m2021y12h52m
lab,p1,temporal,minus45,10.71,1.0,27d9m2021y12h2m
lab,p1,temporal,minus45,10.71,1.0,27d9m2021y11h32m
lab,p1,temporal,minus45,10.71,1.0,27d9m2021y13h5m
lab,p1,temporal,minus45,10.71,0.9,27d9m2021y12h35m
lab,p1,temporal,minus45,14.29,1.0,27d9m2021y12h52m
lab,p1,temporal,minus45,14.29,1.0,27d9m2021y12h2m
lab,p1,temporal,minus45,14.29,1.0,27d9m2021y11h32m
lab,p1,temporal,minus45,14.29,1.0,27d9m2021y13h5m
lab,p1,temporal,minus45,14.29,1.0,27d9m2021y12h35m
lab,p1,temporal,minus45,17.86,1.0,27d9m2021y12h52m
lab,p1,temporal,minus45,17.86,1.0,27d9m2021y12h2m
lab,p1,temporal,minus45,17.86,0.9,27d9m2021y11h32m
lab,p1,temporal,minus45,17.86,1.0,27d9m2021y13h5m
lab,p1,temporal,minus45,17.86,1.0,27d9m2021y12h35m
lab,p1,temporal,minus45,21.43,1.0,27d9m2021y12h52m
lab,p1,temporal,minus45,21.43,1.0,27d9m2021y12h2m
lab,p1,temporal,minus45,21.43,1.0,27d9m2021y11h32m
lab,p1,temporal,minus45,21.43,1.0,27d9m2021y13h5m
lab,p1,temporal,minus45,21.43,1.0,27d9m2021y12h35m
lab,p1,temporal,minus45,25.0,1.0,27d9m2021y12h52m
lab,p1,temporal,minus45,25.0,1.0,27d9m2021y12h2m
lab,p1,temporal,minus45,25.0,1.0,27d9m2021y11h32m
lab,p1,temporal,minus45,25.0,1.0,27d9m2021y13h5m
lab,p1,temporal,minus45,25.0,1.0,27d9m2021y12h35m
lab,p1,temporal,minus45,3.57,0.7,27d9m2021y12h52m
lab,p1,temporal,minus45,3.57,0.5,27d9m2021y12h2m
lab,p1,temporal,minus45,3.57,0.4,27d9m2021y11h32m
lab,p1,temporal,minus45,3.57,0.7,27d9m2021y13h5m
lab,p1,temporal,minus45,3.57,0.7,27d9m2021y12h35m
lab,p1,temporal,minus45,7.14,0.6,27d9m2021y12h52m
lab,p1,temporal,minus45,7.14,0.8,27d9m2021y12h2m
lab,p1,temporal,minus45,7.14,0.7,27d9m2021y11h32m
lab,p1,temporal,minus45,7.14,0.9,27d9m2021y13h5m
lab,p1,temporal,minus45,7.14,0.6,27d9m2021y12h35m
lab,p1,temporal,plus45,10.71,1.0,27d9m2021y12h41m
lab,p1,temporal,plus45,10.71,0.9,27d9m2021y13h16m
lab,p1,temporal,plus45,10.71,1.0,27d9m2021y12h18m
lab,p1,temporal,plus45,10.71,1.0,27d9m2021y12h13m
lab,p1,temporal,plus45,10.71,0.9,27d9m2021y11h43m
lab,p1,temporal,plus45,14.29,1.0,27d9m2021y12h41m
lab,p1,temporal,plus45,14.29,1.0,27d9m2021y13h16m
lab,p1,temporal,plus45,14.29,1.0,27d9m2021y12h18m
lab,p1,temporal,plus45,14.29,1.0,27d9m2021y12h13m
lab,p1,temporal,plus45,14.29,1.0,27d9m2021y11h43m
lab,p1,temporal,plus45,17.86,1.0,27d9m2021y12h41m
lab,p1,temporal,plus45,17.86,1.0,27d9m2021y13h16m
lab,p1,temporal,plus45,17.86,0.9,27d9m2021y12h18m
lab,p1,temporal,plus45,17.86,1.0,27d9m2021y12h13m
lab,p1,temporal,plus45,17.86,1.0,27d9m2021y11h43m
lab,p1,temporal,plus45,21.43,1.0,27d9m2021y12h41m
lab,p1,temporal,plus45,21.43,1.0,27d9m2021y13h16m
lab,p1,temporal,plus45,21.43,1.0,27d9m2021y12h18m
lab,p1,temporal,plus45,21.43,1.0,27d9m2021y12h13m
lab,p1,temporal,plus45,21.43,1.0,27d9m2021y11h43m
lab,p1,temporal,plus45,25.0,1.0,27d9m2021y12h41m
lab,p1,temporal,plus45,25.0,1.0,27d9m2021y13h16m
lab,p1,temporal,plus45,25.0,1.0,27d9m2021y12h18m
lab,p1,temporal,plus45,25.0,1.0,27d9m2021y12h13m
lab,p1,temporal,plus45,25.0,1.0,27d9m2021y11h43m
lab,p1,temporal,plus45,3.57,0.5,27d9m2021y12h41m
lab,p1,temporal,plus45,3.57,0.6,27d9m2021y13h16m
lab,p1,temporal,plus45,3.57,0.7,27d9m2021y12h18m
lab,p1,temporal,plus45,3.57,0.7,27d9m2021y12h13m
lab,p1,temporal,plus45,3.57,0.6,27d9m2021y11h43m
lab,p1,temporal,plus45,7.14,0.8,27d9m2021y12h41m
lab,p1,temporal,plus45,7.14,0.8,27d9m2021y13h16m
lab,p1,temporal,plus45,7.14,0.8,27d9m2021y12h18m
lab,p1,temporal,plus45,7.14,0.9,27d9m2021y12h13m
lab,p1,temporal,plus45,7.14,0.8,27d9m2021y11h43m
lab,p1,temporal,cardinal,0.71,0.4,27d9m2021y13h22m
lab,p1,temporal,cardinal,0.71,0.5,27d9m2021y12h29m
lab,p1,temporal,cardinal,0.71,0.5,27d9m2021y13h11m
lab,p1,temporal,cardinal,0.71,0.5,27d9m2021y11h54m
lab,p1,temporal,cardinal,0.71,0.6,27d9m2021y11h49m
lab,p1,temporal,cardinal,0.71,0.7,27d9m2021y12h58m
lab,p1,temporal,cardinal,0.71,0.3,27d9m2021y12h44m
lab,p1,temporal,cardinal,0.71,0.5,27d9m2021y11h38m
lab,p1,temporal,cardinal,0.71,0.6,27d9m2021y12h5m
lab,p1,temporal,cardinal,0.71,0.5,27d9m2021y12h21m
lab,p1,temporal,cardinal,1.43,0.6,27d9m2021y13h22m
lab,p1,temporal,cardinal,1.43,0.5,27d9m2021y12h29m
lab,p1,temporal,cardinal,1.43,0.6,27d9m2021y13h11m
lab,p1,temporal,cardinal,1.43,0.8,27d9m2021y11h54m
lab,p1,temporal,cardinal,1.43,0.7,27d9m2021y11h49m
lab,p1,temporal,cardinal,1.43,0.7,27d9m2021y12h58m
lab,p1,temporal,cardinal,1.43,0.6,27d9m2021y12h44m
lab,p1,temporal,cardinal,1.43,0.5,27d9m2021y11h38m
lab,p1,temporal,cardinal,1.43,0.9,27d9m2021y12h5m
lab,p1,temporal,cardinal,1.43,0.8,27d9m2021y12h21m
lab,p1,temporal,cardinal,2.14,1.0,27d9m2021y13h22m
lab,p1,temporal,cardinal,2.14,0.6,27d9m2021y12h29m
lab,p1,temporal,cardinal,2.14,0.8,27d9m2021y13h11m
lab,p1,temporal,cardinal,2.14,1.0,27d9m2021y11h54m
lab,p1,temporal,cardinal,2.14,0.9,27d9m2021y11h49m
lab,p1,temporal,cardinal,2.14,1.0,27d9m2021y12h58m
lab,p1,temporal,cardinal,2.14,1.0,27d9m2021y12h44m
lab,p1,temporal,cardinal,2.14,0.8,27d9m2021y11h38m
lab,p1,temporal,cardinal,2.14,0.9,27d9m2021y12h5m
lab,p1,temporal,cardinal,2.14,0.9,27d9m2021y12h21m
lab,p1,temporal,cardinal,2.86,0.9,27d9m2021y13h22m
lab,p1,temporal,cardinal,2.86,0.8,27d9m2021y12h29m
lab,p1,temporal,cardinal,2.86,0.9,27d9m2021y13h11m
lab,p1,temporal,cardinal,2.86,1.0,27d9m2021y11h54m
lab,p1,temporal,cardinal,2.86,1.0,27d9m2021y11h49m
lab,p1,temporal,cardinal,2.86,1.0,27d9m2021y12h58m
lab,p1,temporal,cardinal,2.86,0.9,27d9m2021y12h44m
lab,p1,temporal,cardinal,2.86,1.0,27d9m2021y11h38m
lab,p1,temporal,cardinal,2.86,0.9,27d9m2021y12h5m
lab,p1,temporal,cardinal,2.86,1.0,27d9m2021y12h21m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y13h22m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y12h29m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y13h11m
lab,p1,temporal,cardinal,3.57,0.9,27d9m2021y11h54m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y11h49m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y12h58m
lab,p1,temporal,cardinal,3.57,0.9,27d9m2021y12h44m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y11h38m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y12h5m
lab,p1,temporal,cardinal,3.57,1.0,27d9m2021y12h21m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y13h22m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y12h29m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y13h11m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y11h54m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y11h49m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y12h58m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y12h44m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y11h38m
lab,p1,temporal,cardinal,4.29,1.0,27d9m2021y12h5m
lab,p1,temporal,cardinal,4.29,0.9,27d9m2021y12h21m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y13h22m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y12h29m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y13h11m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y11h54m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y11h49m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y12h58m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y12h44m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y11h38m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y12h5m
lab,p1,temporal,cardinal,5.0,1.0,27d9m2021y12h21m
lab,p1,temporal,oblique,10.71,0.8,27d9m2021y12h52m
lab,p1,temporal,oblique,10.71,1.0,27d9m2021y12h2m
lab,p1,temporal,oblique,10.71,1.0,27d9m2021y12h41m
lab,p1,temporal,oblique,10.71,0.9,27d9m2021y13h16m
lab,p1,temporal,oblique,10.71,1.0,27d9m2021y11h32m
lab,p1,temporal,oblique,10.71,1.0,27d9m2021y12h18m
lab,p1,temporal,oblique,10.71,1.0,27d9m2021y13h5m
lab,p1,temporal,oblique,10.71,1.0,27d9m2021y12h13m
lab,p1,temporal,oblique,10.71,0.9,27d9m2021y11h43m
lab,p1,temporal,oblique,10.71,0.9,27d9m2021y12h35m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y12h52m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y12h2m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y12h41m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y13h16m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y11h32m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y12h18m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y13h5m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y12h13m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y11h43m
lab,p1,temporal,oblique,14.29,1.0,27d9m2021y12h35m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y12h52m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y12h2m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y12h41m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y13h16m
lab,p1,temporal,oblique,17.86,0.9,27d9m2021y11h32m
lab,p1,temporal,oblique,17.86,0.9,27d9m2021y12h18m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y13h5m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y12h13m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y11h43m
lab,p1,temporal,oblique,17.86,1.0,27d9m2021y12h35m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y12h52m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y12h2m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y12h41m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y13h16m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y11h32m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y12h18m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y13h5m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y12h13m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y11h43m
lab,p1,temporal,oblique,21.43,1.0,27d9m2021y12h35m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y12h52m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y12h2m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y12h41m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y13h16m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y11h32m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y12h18m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y13h5m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y12h13m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y11h43m
lab,p1,temporal,oblique,25.0,1.0,27d9m2021y12h35m
lab,p1,temporal,oblique,3.57,0.7,27d9m2021y12h52m
lab,p1,temporal,oblique,3.57,0.5,27d9m2021y12h2m
lab,p1,temporal,oblique,3.57,0.5,27d9m2021y12h41m
lab,p1,temporal,oblique,3.57,0.6,27d9m2021y13h16m
lab,p1,temporal,oblique,3.57,0.4,27d9m2021y11h32m
lab,p1,temporal,oblique,3.57,0.7,27d9m2021y12h18m
lab,p1,temporal,oblique,3.57,0.7,27d9m2021y13h5m
lab,p1,temporal,oblique,3.57,0.7,27d9m2021y12h13m
lab,p1,temporal,oblique,3.57,0.6,27d9m2021y11h43m
lab,p1,temporal,oblique,3.57,0.7,27d9m2021y12h35m
lab,p1,temporal,oblique,7.14,0.6,27d9m2021y12h52m
lab,p1,temporal,oblique,7.14,0.8,27d9m2021y12h2m
lab,p1,temporal,oblique,7.14,0.8,27d9m2021y12h41m
lab,p1,temporal,oblique,7.14,0.8,27d9m2021y13h16m
lab,p1,temporal,oblique,7.14,0.7,27d9m2021y11h32m
lab,p1,temporal,oblique,7.14,0.8,27d9m2021y12h18m
lab,p1,temporal,oblique,7.14,0.9,27d9m2021y13h5m
lab,p1,temporal,oblique,7.14,0.9,27d9m2021y12h13m
lab,p1,temporal,oblique,7.14,0.8,27d9m2021y11h43m
lab,p1,temporal,oblique,7.14,0.6,27d9m2021y12h35m
lab,p1,spatial,horizontal,0.71,0.6,27d9m2021y13h8m
lab,p1,spatial,horizontal,0.71,0.5,27d9m2021y11h30m
lab,p1,spatial,horizontal,0.71,0.6,27d9m2021y12h27m
lab,p1,spatial,horizontal,0.71,0.6,27d9m2021y11h57m
lab,p1,spatial,horizontal,0.71,0.5,27d9m2021y12h39m
lab,p1,spatial,horizontal,1.43,0.7,27d9m2021y13h8m
lab,p1,spatial,horizontal,1.43,0.9,27d9m2021y11h30m
lab,p1,spatial,horizontal,1.43,0.9,27d9m2021y12h27m
lab,p1,spatial,horizontal,1.43,0.8,27d9m2021y11h57m
lab,p1,spatial,horizontal,1.43,0.5,27d9m2021y12h39m
lab,p1,spatial,horizontal,2.14,0.7,27d9m2021y13h8m
lab,p1,spatial,horizontal,2.14,0.7,27d9m2021y11h30m
lab,p1,spatial,horizontal,2.14,0.9,27d9m2021y12h27m
lab,p1,spatial,horizontal,2.14,0.8,27d9m2021y11h57m
lab,p1,spatial,horizontal,2.14,0.8,27d9m2021y12h39m
lab,p1,spatial,horizontal,2.86,0.9,27d9m2021y13h8m
lab,p1,spatial,horizontal,2.86,1.0,27d9m2021y11h30m
lab,p1,spatial,horizontal,2.86,1.0,27d9m2021y12h27m
lab,p1,spatial,horizontal,2.86,1.0,27d9m2021y11h57m
lab,p1,spatial,horizontal,2.86,0.9,27d9m2021y12h39m
lab,p1,spatial,horizontal,3.57,1.0,27d9m2021y13h8m
lab,p1,spatial,horizontal,3.57,1.0,27d9m2021y11h30m
lab,p1,spatial,horizontal,3.57,1.0,27d9m2021y12h27m
lab,p1,spatial,horizontal,3.57,1.0,27d9m2021y11h57m
lab,p1,spatial,horizontal,3.57,0.8,27d9m2021y12h39m
lab,p1,spatial,horizontal,4.29,1.0,27d9m2021y13h8m
lab,p1,spatial,horizontal,4.29,1.0,27d9m2021y11h30m
lab,p1,spatial,horizontal,4.29,1.0,27d9m2021y12h27m
lab,p1,spatial,horizontal,4.29,1.0,27d9m2021y11h57m
lab,p1,spatial,horizontal,4.29,1.0,27d9m2021y12h39m
lab,p1,spatial,horizontal,5.0,1.0,27d9m2021y13h8m
lab,p1,spatial,horizontal,5.0,1.0,27d9m2021y11h30m
lab,p1,spatial,horizontal,5.0,1.0,27d9m2021y12h27m
lab,p1,spatial,horizontal,5.0,1.0,27d9m2021y11h57m
lab,p1,spatial,horizontal,5.0,1.0,27d9m2021y12h39m
lab,p1,spatial,vertical,0.71,0.8,27d9m2021y12h10m
lab,p1,spatial,vertical,0.71,0.6,27d9m2021y11h46m
lab,p1,spatial,vertical,0.71,0.3,27d9m2021y12h16m
lab,p1,spatial,vertical,0.71,0.5,27d9m2021y13h19m
lab,p1,spatial,vertical,0.71,0.8,27d9m2021y12h50m
lab,p1,spatial,vertical,1.43,0.4,27d9m2021y12h10m
lab,p1,spatial,vertical,1.43,0.7,27d9m2021y11h46m
lab,p1,spatial,vertical,1.43,0.8,27d9m2021y12h16m
lab,p1,spatial,vertical,1.43,0.5,27d9m2021y13h19m
lab,p1,spatial,vertical,1.43,0.8,27d9m2021y12h50m
lab,p1,spatial,vertical,2.14,0.8,27d9m2021y12h10m
lab,p1,spatial,vertical,2.14,0.9,27d9m2021y11h46m
lab,p1,spatial,vertical,2.14,0.8,27d9m2021y12h16m
lab,p1,spatial,vertical,2.14,0.7,27d9m2021y13h19m
lab,p1,spatial,vertical,2.14,0.5,27d9m2021y12h50m
lab,p1,spatial,vertical,2.86,0.9,27d9m2021y12h10m
lab,p1,spatial,vertical,2.86,0.9,27d9m2021y11h46m
lab,p1,spatial,vertical,2.86,0.9,27d9m2021y12h16m
lab,p1,spatial,vertical,2.86,1.0,27d9m2021y13h19m
lab,p1,spatial,vertical,2.86,0.7,27d9m2021y12h50m
lab,p1,spatial,vertical,3.57,1.0,27d9m2021y12h10m
lab,p1,spatial,vertical,3.57,1.0,27d9m2021y11h46m
lab,p1,spatial,vertical,3.57,0.9,27d9m2021y12h16m
lab,p1,spatial,vertical,3.57,1.0,27d9m2021y13h19m
lab,p1,spatial,vertical,3.57,0.9,27d9m2021y12h50m
lab,p1,spatial,vertical,4.29,1.0,27d9m2021y12h10m
lab,p1,spatial,vertical,4.29,1.0,27d9m2021y11h46m
lab,p1,spatial,vertical,4.29,1.0,27d9m2021y12h16m
lab,p1,spatial,vertical,4.29,1.0,27d9m2021y13h19m
lab,p1,spatial,vertical,4.29,0.8,27d9m2021y12h50m
lab,p1,spatial,vertical,5.0,1.0,27d9m2021y12h10m
lab,p1,spatial,vertical,5.0,1.0,27d9m2021y11h46m
lab,p1,spatial,vertical,5.0,1.0,27d9m2021y12h16m
lab,p1,spatial,vertical,5.0,1.0,27d9m2021y13h19m
lab,p1,spatial,vertical,5.0,0.8,27d9m2021y12h50m
lab,p1,spatial,minus45,10.71,0.7,27d9m2021y13h14m
lab,p1,spatial,minus45,10.71,0.7,27d9m2021y12h24m
lab,p1,spatial,minus45,10.71,0.6,27d9m2021y12h0m
lab,p1,spatial,minus45,10.71,0.8,27d9m2021y12h47m
lab,p1,spatial,minus45,10.71,0.8,27d9m2021y11h41m
lab,p1,spatial,minus45,14.29,0.8,27d9m2021y13h14m
lab,p1,spatial,minus45,14.29,0.9,27d9m2021y12h24m
lab,p1,spatial,minus45,14.29,1.0,27d9m2021y12h0m
lab,p1,spatial,minus45,14.29,0.8,27d9m2021y12h47m
lab,p1,spatial,minus45,14.29,1.0,27d9m2021y11h41m
lab,p1,spatial,minus45,17.86,0.9,27d9m2021y13h14m
lab,p1,spatial,minus45,17.86,0.9,27d9m2021y12h24m
lab,p1,spatial,minus45,17.86,1.0,27d9m2021y12h0m
lab,p1,spatial,minus45,17.86,0.9,27d9m2021y12h47m
lab,p1,spatial,minus45,17.86,1.0,27d9m2021y11h41m
lab,p1,spatial,minus45,21.43,1.0,27d9m2021y13h14m
lab,p1,spatial,minus45,21.43,1.0,27d9m2021y12h24m
lab,p1,spatial,minus45,21.43,0.9,27d9m2021y12h0m
lab,p1,spatial,minus45,21.43,1.0,27d9m2021y12h47m
lab,p1,spatial,minus45,21.43,0.9,27d9m2021y11h41m
lab,p1,spatial,minus45,25.0,1.0,27d9m2021y13h14m
lab,p1,spatial,minus45,25.0,0.9,27d9m2021y12h24m
lab,p1,spatial,minus45,25.0,1.0,27d9m2021y12h0m
lab,p1,spatial,minus45,25.0,1.0,27d9m2021y12h47m
lab,p1,spatial,minus45,25.0,0.9,27d9m2021y11h41m
lab,p1,spatial,minus45,3.57,0.5,27d9m2021y13h14m
lab,p1,spatial,minus45,3.57,0.6,27d9m2021y12h24m
lab,p1,spatial,minus45,3.57,0.3,27d9m2021y12h0m
lab,p1,spatial,minus45,3.57,0.6,27d9m2021y12h47m
lab,p1,spatial,minus45,3.57,0.3,27d9m2021y11h41m
lab,p1,spatial,minus45,7.14,0.7,27d9m2021y13h14m
lab,p1,spatial,minus45,7.14,0.6,27d9m2021y12h24m
lab,p1,spatial,minus45,7.14,0.5,27d9m2021y12h0m
lab,p1,spatial,minus45,7.14,0.4,27d9m2021y12h47m
lab,p1,spatial,minus45,7.14,0.5,27d9m2021y11h41m
lab,p1,spatial,plus45,10.71,0.9,27d9m2021y12h55m
lab,p1,spatial,plus45,10.71,0.7,27d9m2021y11h52m
lab,p1,spatial,plus45,10.71,0.7,27d9m2021y13h2m
lab,p1,spatial,plus45,10.71,0.8,27d9m2021y11h35m
lab,p1,spatial,plus45,10.71,0.4,27d9m2021y12h32m
lab,p1,spatial,plus45,14.29,0.4,27d9m2021y12h55m
lab,p1,spatial,plus45,14.29,1.0,27d9m2021y11h52m
lab,p1,spatial,plus45,14.29,0.9,27d9m2021y13h2m
lab,p1,spatial,plus45,14.29,0.7,27d9m2021y11h35m
lab,p1,spatial,plus45,14.29,1.0,27d9m2021y12h32m
lab,p1,spatial,plus45,17.86,0.9,27d9m2021y12h55m
lab,p1,spatial,plus45,17.86,0.9,27d9m2021y11h52m
lab,p1,spatial,plus45,17.86,0.9,27d9m2021y13h2m
lab,p1,spatial,plus45,17.86,0.9,27d9m2021y11h35m
lab,p1,spatial,plus45,17.86,0.8,27d9m2021y12h32m
lab,p1,spatial,plus45,21.43,0.8,27d9m2021y12h55m
lab,p1,spatial,plus45,21.43,1.0,27d9m2021y11h52m
lab,p1,spatial,plus45,21.43,0.9,27d9m2021y13h2m
lab,p1,spatial,plus45,21.43,0.8,27d9m2021y11h35m
lab,p1,spatial,plus45,21.43,1.0,27d9m2021y12h32m
lab,p1,spatial,plus45,25.0,1.0,27d9m2021y12h55m
